id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
1706,23,male,b.tech,1.23,91.5,yes,4.3,good,group study,medium,moderate,55.8
1707,23,male,b.sc,4.69,80.3,yes,5.3,good,coaching,medium,moderate,71.1
1708,22,male,ba,6.21,82.6,yes,6.4,average,online videos,medium,easy,86.7
1709,24,female,bba,5.39,69.9,yes,9,poor,mixed,low,easy,60.5
1710,20,male,b.com,4.24,93.5,yes,9.8,poor,coaching,low,easy,64.5
1711,24,female,b.com,6.96,58.4,yes,9.8,average,self-study,medium,hard,88.2
1712,20,male,bba,3.39,55.4,yes,6,poor,mixed,medium,hard,65.3
1713,21,other,b.tech,6.01,62,yes,5.5,poor,self-study,medium,hard,64.1
1714,19,other,b.com,0.11,71.4,yes,7.2,poor,group study,medium,moderate,33.2
1715,22,male,diploma,1.01,54.5,yes,4.1,average,coaching,high,moderate,70.1
1716,20,other,bba,4.19,97.6,yes,6.7,good,mixed,high,moderate,81.6
1717,20,female,b.com,1.43,54.7,yes,7.3,average,online videos,low,moderate,34.5
1718,24,male,diploma,7.91,91.6,yes,8.2,average,coaching,high,easy,100
1719,20,female,b.tech,1.75,93,yes,7.4,poor,coaching,low,easy,63.8
1720,18,female,diploma,2.9,51.2,yes,6.3,good,mixed,high,moderate,47.7
1721,19,other,bca,7.77,66.2,yes,8.9,good,group study,low,moderate,83.9
1722,20,other,b.sc,4.78,67.6,yes,6.8,good,coaching,high,hard,94.1
1723,21,male,b.tech,5.4,86.4,yes,7.7,poor,self-study,medium,moderate,67.2
1724,20,other,b.sc,7.83,93.8,yes,8.8,poor,online videos,high,moderate,91
1725,23,female,b.tech,2.15,40.6,yes,9.4,poor,coaching,medium,moderate,45
1726,20,other,b.tech,2.09,61.6,yes,5.7,good,self-study,high,easy,48.9
1727,19,male,b.com,6.12,68.5,yes,5.8,good,online videos,high,moderate,80.2
1728,21,male,bba,4.54,57.2,yes,6.4,average,self-study,medium,easy,47.9
1729,23,male,b.tech,0.08,49.2,yes,6.9,average,coaching,low,hard,49.2
1730,17,male,bba,2.74,91.2,yes,6,average,mixed,high,moderate,59.7
1731,23,female,b.tech,5.43,52.8,yes,8,good,online videos,low,moderate,63.5
1732,21,female,b.sc,0.97,79,yes,9.5,good,self-study,high,moderate,53.5
1733,18,female,bca,4.46,67.4,yes,7.7,poor,group study,medium,moderate,67.2
1734,23,female,b.sc,5.53,75.2,yes,6.8,good,mixed,medium,hard,78.2
1735,21,male,bca,0.24,57.2,yes,9.7,poor,coaching,medium,moderate,36.3
1736,21,male,b.tech,2.3,91.6,yes,5.5,poor,coaching,medium,moderate,51.1
1737,23,male,b.tech,1.67,50.7,yes,7.2,poor,coaching,high,moderate,63.1
1738,23,female,b.tech,0.08,50.6,yes,5.2,poor,online videos,low,moderate,19.599
1739,21,male,b.com,7.47,78,yes,9.7,good,mixed,low,easy,91.9
1740,17,male,bca,7.7,54.5,no,7.3,good,coaching,low,moderate,97.1
1741,24,other,bba,2.49,96.6,yes,4.3,poor,self-study,medium,moderate,50.5
1742,17,male,b.com,0.4,78.2,yes,8.6,average,self-study,low,hard,41.9
1743,19,other,b.tech,7.59,40.6,yes,4.4,poor,mixed,medium,hard,55.3
1744,18,male,b.tech,4.83,40.6,yes,6.9,average,group study,low,easy,33.8
1745,24,other,b.com,0.08,92.3,yes,5.7,good,coaching,high,easy,46.9
1746,17,female,diploma,1.3,61.7,yes,7.9,poor,group study,high,moderate,53.9
1747,22,other,b.sc,7.04,91.2,yes,8.2,average,group study,high,moderate,92.8
1748,17,female,diploma,4.38,67.1,yes,6.6,good,coaching,low,easy,66.7
1749,23,other,b.sc,5.04,47.6,yes,7.5,poor,self-study,low,hard,62.4
1750,20,female,ba,7.4,99.1,yes,4.9,poor,self-study,high,hard,68.8
1751,18,male,b.tech,3.44,56.1,yes,7.7,average,self-study,high,hard,38.5
1752,17,male,bca,0.92,94.3,yes,6.8,poor,group study,medium,easy,54
1753,21,male,bba,0.18,52.4,no,4.1,average,self-study,medium,moderate,34.8
1754,23,other,ba,1.66,68.7,yes,9.6,poor,online videos,high,moderate,61
1755,17,male,b.sc,4.77,99.4,yes,8.1,poor,mixed,low,moderate,73.1
1756,19,other,bba,6.36,99.4,yes,4.5,poor,mixed,medium,moderate,86.2
1757,19,other,bca,5.3,62.9,yes,4.9,poor,self-study,low,easy,60.3
1758,24,other,diploma,6.77,95.7,yes,9,average,mixed,high,moderate,86.9
1759,19,female,bba,1.38,88.2,yes,5.8,poor,group study,high,easy,56
1760,21,male,b.sc,5.37,80.9,yes,4.5,poor,coaching,low,moderate,74.9
1761,23,male,bba,4.6,71.8,yes,7.8,poor,mixed,low,easy,52.3
1762,24,male,b.com,6.72,59,yes,6.2,average,online videos,medium,easy,60.8
1763,18,other,ba,7.91,84.9,yes,8.1,average,group study,low,easy,74.2
1764,20,male,b.sc,7.91,73.7,yes,8.2,good,mixed,medium,moderate,100
1765,22,female,b.tech,1.73,73.2,no,6.3,poor,group study,medium,moderate,65.6
1766,24,female,ba,3.12,95.3,yes,9,good,online videos,high,easy,75.4
1767,23,male,b.com,4.01,98.3,yes,4.3,good,group study,medium,moderate,58.2
1768,18,female,b.com,1.38,40.6,yes,8.7,poor,self-study,low,easy,31.4
1769,19,other,bba,0.57,76.3,yes,9.9,poor,coaching,medium,easy,54.6
1770,21,other,bca,0.31,97.7,yes,9.5,poor,self-study,low,moderate,30.5
1771,23,male,b.com,2.52,59.8,yes,7.5,poor,online videos,low,moderate,26.5
1772,23,other,b.tech,3.74,91.6,yes,5.6,average,online videos,high,moderate,73.3
1773,20,other,b.com,2.44,89.2,yes,7.7,good,coaching,high,easy,89.9
1774,22,female,ba,2.43,80.4,no,9.6,good,coaching,low,moderate,61.5
1775,17,female,b.tech,6.68,76.9,yes,4.3,poor,self-study,medium,easy,65.9
1776,18,female,ba,6.07,80.5,yes,7.2,average,mixed,low,easy,64.6
1777,23,other,b.sc,4.79,77.8,yes,8.7,good,group study,high,easy,69.8
1778,23,male,b.tech,4.55,46.7,yes,8.5,average,group study,low,hard,72.3
1779,20,other,b.tech,2.43,78.4,yes,7.7,average,coaching,low,moderate,52.9
1780,24,other,bba,5.68,80.9,yes,9.1,good,online videos,medium,moderate,72.9
1781,21,other,bba,0.57,88.6,yes,6.2,poor,self-study,high,easy,39.6
1782,24,other,bba,1.44,45.4,yes,8.9,average,coaching,high,easy,45.4
1783,20,other,b.sc,5.64,94.2,yes,9.1,good,self-study,medium,easy,95.9
1784,20,male,bca,3.44,88.4,yes,9.8,good,mixed,high,moderate,90.6
1785,17,female,ba,7.76,51.4,yes,4.8,poor,online videos,low,easy,60.7
1786,20,female,b.tech,7.85,71.3,yes,6.5,average,group study,high,moderate,81.3
1787,22,female,b.sc,5.67,79.2,yes,9.6,average,online videos,low,hard,67.7
1788,23,other,b.com,5.79,75.9,yes,9.4,average,self-study,high,hard,75.5
1789,18,female,ba,7.15,48.7,yes,6.3,good,group study,high,moderate,92.4
1790,18,female,diploma,5.46,99.4,yes,5.6,good,self-study,high,moderate,75.9
1791,17,other,bca,6.48,98.7,yes,7.5,average,mixed,low,moderate,89.1
1792,19,female,b.tech,4.64,78.1,yes,8.3,poor,coaching,low,hard,68.7
1793,22,male,b.tech,3.89,94.4,no,9.4,average,group study,medium,moderate,73.2
1794,23,female,ba,6.61,93,yes,8.1,poor,group study,high,moderate,88.5
1795,23,male,diploma,5.11,45.6,yes,9.9,average,self-study,medium,moderate,56.9
1796,17,female,b.sc,5.87,50.3,no,9.1,average,group study,high,easy,77.5
1797,23,female,diploma,3.95,82.2,yes,9.1,average,group study,medium,moderate,69.7
1798,24,male,b.com,1.07,83.7,yes,7.8,poor,group study,low,moderate,33.5
1799,22,female,bca,1.85,50.3,yes,9.5,poor,online videos,high,hard,38
1800,19,female,diploma,0.09,87.9,yes,8.1,good,self-study,low,moderate,56.5
1801,17,female,bca,4.27,49.3,yes,4.7,poor,coaching,low,moderate,61.3
1802,20,female,b.sc,3.4,76.8,yes,6.5,average,self-study,high,moderate,56.8
1803,21,female,bba,6.87,83.5,yes,9.3,poor,online videos,low,moderate,86.7
1804,22,other,b.com,0.69,63.6,yes,5,average,group study,low,hard,39.3
1805,22,other,b.tech,4.7,83.2,yes,7.1,good,self-study,low,moderate,73.4
1806,22,other,b.tech,2.35,43.1,yes,9.3,poor,self-study,medium,moderate,40.6
1807,24,female,b.com,2.78,71.5,yes,8.6,good,online videos,low,hard,52.7
1808,22,male,bca,1.74,64.1,yes,6.9,good,online videos,medium,moderate,27.5
1809,21,male,b.tech,6.53,53.5,yes,6.5,poor,self-study,low,moderate,62.3
1810,21,male,b.com,7.04,49.9,yes,6.9,average,mixed,medium,easy,75.5
1811,18,female,b.tech,5.83,76.6,yes,9.2,good,coaching,high,easy,88.5
1812,22,male,b.sc,7.67,67.2,yes,5.1,good,group study,medium,hard,68.2
1813,22,male,b.sc,0.5,75.5,yes,5.8,poor,self-study,medium,easy,19.6
1814,19,female,b.com,4.99,85.1,yes,4.7,good,mixed,low,moderate,69.7
1815,18,female,diploma,2.81,95.8,yes,5,average,online videos,medium,moderate,67.4
1816,23,other,b.tech,7.09,52.9,yes,4.3,average,self-study,medium,moderate,64.7
1817,17,female,bba,3.07,53.4,yes,7.9,good,group study,low,moderate,57.4
1818,17,other,ba,5.43,74.9,yes,9.1,average,group study,high,hard,68.5
1819,22,other,b.com,2.59,82,yes,8.7,poor,online videos,medium,hard,54.5
1820,22,other,bca,0.33,72.2,yes,4.3,poor,self-study,low,hard,19.599
1821,19,other,b.tech,0.7,44.7,yes,9.4,good,self-study,medium,moderate,49.4
1822,17,female,diploma,7.25,50.2,yes,6.9,poor,coaching,low,easy,62.1
1823,18,female,ba,3.71,87.5,yes,8.3,average,group study,high,easy,91.6
1824,24,other,diploma,3.76,56.8,yes,4.1,poor,online videos,high,moderate,58.6
1825,17,other,b.sc,7.91,50.4,no,4.1,poor,online videos,high,moderate,69.9
1826,20,female,b.com,7.76,68.2,yes,9,good,mixed,medium,moderate,82.2
1827,24,other,b.sc,4.83,47.8,yes,8.3,average,coaching,high,moderate,72.4
1828,17,male,bca,1.64,93.1,yes,5,average,coaching,high,moderate,50.2
1829,24,other,diploma,7.91,44.1,yes,9.7,average,coaching,low,moderate,73.6
1830,24,female,b.sc,5.6,94.9,yes,8.7,poor,group study,high,moderate,78.5
1831,17,other,bca,0.96,64.6,yes,5.7,average,self-study,low,moderate,49
1832,22,male,b.tech,5.95,87,yes,9.2,average,online videos,low,easy,80.4
1833,22,female,b.sc,2.14,75.2,yes,5.3,average,self-study,low,moderate,49.7
1834,21,other,ba,0.08,66.4,yes,7.2,average,group study,low,easy,47.6
1835,24,female,diploma,3.1,58.9,yes,9.7,average,group study,medium,easy,72.5
1836,17,other,ba,6.98,48.7,yes,9.7,poor,coaching,medium,hard,83.8
1837,18,female,b.tech,7.64,69.4,yes,6.9,poor,self-study,high,easy,70.5
1838,17,other,b.com,4.66,87.1,no,4.2,good,group study,medium,hard,68.1
1839,19,male,ba,0.66,56.6,yes,6.6,average,self-study,high,easy,28.3
1840,20,female,ba,7.4,81.2,yes,5,average,group study,medium,hard,88.6
1841,18,male,b.com,0.78,93.9,yes,6.9,average,self-study,low,moderate,53.4
1842,24,other,b.tech,6.66,85.7,no,7.1,average,self-study,medium,moderate,81.7
1843,18,female,b.sc,5.07,88.9,yes,6.5,average,mixed,medium,moderate,70.6
1844,23,male,b.com,1.61,66.4,yes,5.7,good,coaching,high,moderate,57.8
1845,20,other,bca,7.91,80.2,yes,9.9,good,mixed,low,moderate,93.2
1846,19,male,diploma,2.67,44.1,yes,5.5,good,online videos,low,moderate,38.1
1847,18,other,b.com,0.4,65.4,yes,4.1,poor,online videos,high,easy,42.9
1848,20,male,b.sc,3.5,42.6,yes,5,good,mixed,high,moderate,49.8
1849,24,other,bca,3.86,69.6,yes,5.7,good,group study,high,easy,60.4
1850,19,other,b.com,5.7,92,yes,6.6,good,coaching,medium,moderate,93.4
1851,22,female,diploma,4.56,82.7,yes,9.9,average,coaching,low,moderate,70
1852,19,male,b.com,0.11,77.6,yes,8.6,good,self-study,medium,easy,38.7
1853,23,male,b.tech,0.98,68.5,yes,4.3,good,group study,low,easy,33.8
1854,18,male,bca,2.74,97.1,yes,7.8,poor,group study,low,moderate,49.2
1855,23,male,ba,1.81,99.4,yes,8.9,average,group study,medium,moderate,67.7
1856,17,female,ba,4.06,99.3,yes,8.1,good,group study,low,moderate,77.9
1857,19,other,bba,1.71,77.7,yes,7.8,average,self-study,medium,moderate,67.2
1858,20,male,bca,7.76,78.5,yes,8.3,good,mixed,medium,moderate,79.4
1859,24,male,b.sc,2.22,81.9,yes,9.9,average,self-study,high,moderate,54.6
1860,22,female,b.sc,3.63,79.8,yes,5.2,good,online videos,high,easy,70.9
1861,22,female,b.sc,5.66,40.6,no,6.8,average,online videos,medium,moderate,52.1
1862,21,other,diploma,1.44,74.1,yes,4.2,good,online videos,low,moderate,37.5
1863,19,female,b.com,7.79,96.4,yes,5,poor,online videos,high,moderate,96
1864,23,other,ba,1.04,52,yes,5.4,average,online videos,medium,moderate,36.8
1865,19,other,b.sc,0.32,78.7,yes,9.2,average,self-study,medium,moderate,51.6
1866,18,male,bba,3.75,66.7,yes,4.2,poor,self-study,medium,easy,35.8
1867,20,female,b.sc,0.49,63.8,yes,5.4,poor,self-study,high,easy,33.5
1868,19,other,b.com,1.16,74.1,yes,9.2,average,self-study,low,easy,35
1869,21,male,ba,3.16,50.9,yes,5.9,good,online videos,high,moderate,39.5
1870,21,female,b.tech,5.28,98.7,yes,8.7,good,online videos,high,hard,88.1
1871,21,male,bca,4.05,96.7,yes,5.8,poor,mixed,high,moderate,53.1
1872,22,other,ba,6.04,72.1,yes,4.7,poor,online videos,medium,moderate,69.4
1873,21,male,b.com,3.95,94.7,yes,7.1,poor,mixed,high,moderate,77.7
1874,21,female,bba,1.04,99.4,yes,5.1,poor,mixed,medium,moderate,55.7
1875,22,other,b.sc,7.91,68.8,yes,9,average,self-study,medium,easy,91.1
1876,23,male,bca,3.93,71.9,yes,4.5,average,online videos,low,easy,46.8
1877,24,male,b.com,0.86,82.5,yes,7.2,poor,coaching,medium,moderate,54.5
1878,24,other,b.sc,2.47,66.3,yes,8.9,good,online videos,high,moderate,74.7
1879,24,other,diploma,3.62,68.8,yes,7.1,poor,online videos,high,hard,49.6
1880,24,other,b.sc,6.97,91.2,yes,9.2,average,coaching,medium,moderate,100
1881,17,other,b.com,0.6,71.5,yes,4.1,average,group study,high,hard,26.3
1882,23,female,b.com,2.21,92.5,yes,9.8,poor,self-study,medium,easy,53.8
1883,19,other,bca,5.94,94.5,yes,4.6,good,group study,medium,easy,84.3
1884,17,male,diploma,5.69,41.5,no,9.1,good,online videos,high,easy,70.8
1885,23,male,b.com,7.22,96.2,yes,4.7,good,online videos,medium,moderate,87.1
1886,17,male,b.tech,4.19,58.5,yes,7.6,average,mixed,low,easy,39.5
1887,23,male,bca,5.39,94.2,yes,4.1,average,group study,medium,easy,70.2
1888,18,female,b.tech,7.02,44.8,yes,4.6,good,group study,high,easy,84.8
1889,22,male,b.sc,0.39,63.9,yes,4.5,poor,self-study,low,easy,25.5
1890,21,other,b.com,5.51,67.6,yes,7.8,good,coaching,medium,moderate,76.3
1891,24,other,bba,1.04,80.3,yes,5.6,poor,online videos,high,easy,32.8
1892,18,female,bba,3.48,52.2,yes,6.1,good,self-study,low,moderate,39.1
1893,22,other,b.sc,4.85,63.3,yes,8.6,poor,group study,low,moderate,66.9
1894,19,other,b.sc,3.49,97,yes,9,poor,group study,high,easy,76.3
1895,18,male,b.com,1.94,97.7,yes,8.8,poor,self-study,medium,moderate,47.2
1896,23,female,bca,5.95,85.1,yes,6.2,average,coaching,medium,easy,79.8
1897,22,male,b.sc,6,98.6,yes,8,good,online videos,medium,easy,69.4
1898,24,other,ba,6.88,78,yes,6.9,average,group study,high,easy,94.1
1899,19,male,b.com,2.18,79.2,yes,4.1,average,self-study,high,moderate,46.9
1900,20,male,bca,7.18,78,no,7.8,good,mixed,low,moderate,81.3
1901,24,male,b.com,0.54,99.4,yes,5.1,good,coaching,low,easy,65.4
1902,23,female,b.com,1.64,46.5,yes,4.5,average,mixed,low,hard,29.4
1903,18,male,b.com,2.21,84.1,yes,4.4,average,group study,medium,easy,42.2
1904,18,other,b.com,6.65,48.1,yes,5.9,poor,online videos,low,easy,54.4
1905,17,male,b.com,3.61,82,no,7.6,good,coaching,medium,easy,68
1906,21,male,b.com,2.69,60.4,yes,6.1,poor,self-study,low,hard,36.7
1907,24,male,ba,1.69,53.4,yes,5.6,poor,self-study,high,moderate,40.7
1908,22,other,b.tech,4.2,47.5,yes,9.1,good,coaching,medium,easy,58.8
1909,19,male,diploma,6.81,58.9,yes,6.8,good,self-study,medium,moderate,99.8
1910,20,female,b.tech,3.98,65.1,yes,8.9,good,coaching,high,moderate,82.5
1911,22,male,b.tech,2.23,48.8,yes,4.1,poor,coaching,medium,moderate,31.7
1912,20,male,ba,3.45,84.6,yes,8,average,coaching,low,easy,75
1913,22,other,bba,0.37,47.2,yes,7.3,poor,online videos,medium,moderate,19.599
1914,22,female,b.sc,1.74,93.3,yes,9,average,mixed,medium,hard,66.5
1915,23,female,ba,4.67,96.8,yes,9.4,good,coaching,high,easy,100
1916,24,female,bca,3.63,93.7,yes,4.1,good,group study,high,hard,68.2
1917,20,female,b.com,5.26,50.4,yes,8.6,average,mixed,high,hard,59.4
1918,19,male,b.sc,0.67,58.2,yes,9.2,good,self-study,low,moderate,38.3
1919,22,male,b.sc,1.3,80.5,yes,6.5,poor,mixed,medium,moderate,41.1
1920,23,female,b.tech,3.74,68.8,no,8.1,good,group study,medium,moderate,66.2
1921,23,male,b.sc,6.75,94.6,yes,9.7,average,mixed,medium,moderate,84.9
1922,18,male,diploma,1.45,50.5,yes,5.5,poor,mixed,medium,easy,44.1
1923,18,female,b.tech,0.95,94.2,yes,8.7,good,group study,low,moderate,60.5
1924,17,other,b.tech,2.29,78,yes,7.5,poor,online videos,medium,hard,30.9
1925,23,other,b.tech,4.05,93.2,yes,8.3,poor,mixed,high,moderate,68.1
1926,20,female,b.com,6.19,57.4,yes,6.3,poor,self-study,medium,moderate,71.6
1927,23,male,bba,4.02,52.9,yes,4.3,good,coaching,medium,moderate,50.2
1928,20,female,b.tech,7.9,68.9,yes,4.3,good,online videos,medium,moderate,96.5
1929,20,female,b.sc,7,73.1,yes,5.4,average,online videos,medium,easy,77.3
1930,19,female,b.tech,4.26,87.9,yes,6.9,good,group study,high,moderate,71.9
1931,22,female,b.sc,1.17,92.8,yes,4.6,average,self-study,medium,moderate,39.3
1932,21,male,b.com,4.8,91.9,yes,7.7,average,coaching,high,moderate,69.5
1933,19,female,b.sc,4.79,79.5,yes,6.3,average,online videos,low,moderate,75.4
1934,24,female,b.tech,4.95,52.2,yes,9.7,poor,group study,high,easy,58.7
1935,22,male,b.com,1.18,44.5,yes,5.7,average,coaching,high,easy,38.4
1936,23,female,bba,2.21,83.8,yes,9.4,poor,mixed,medium,moderate,55.5
1937,20,other,b.sc,7.37,88.4,yes,8.4,average,online videos,high,easy,99
1938,19,male,diploma,4.1,51.2,yes,6.7,poor,online videos,high,moderate,59.1
1939,22,female,bba,2.46,92.9,yes,6.9,poor,group study,low,moderate,34.9
1940,21,female,b.sc,5.08,44.4,yes,8.9,good,online videos,high,easy,70.7
1941,19,other,ba,5.79,83.4,yes,9.2,poor,group study,medium,easy,59.1
1942,19,other,b.com,7.75,44.9,yes,9.1,good,self-study,medium,moderate,90
1943,20,other,b.tech,4.69,57.5,no,8.7,good,self-study,low,moderate,64.6
1944,19,other,b.sc,4.74,86.6,yes,5,average,coaching,high,moderate,69.8
1945,21,other,b.sc,0.89,67.1,yes,9.9,poor,online videos,low,easy,49.8
1946,24,female,b.tech,7.04,53.3,yes,5.4,good,group study,low,moderate,67.9
1947,23,male,b.tech,3.03,71.1,yes,9.2,poor,group study,low,moderate,56.8
1948,23,male,b.sc,4.14,86.5,yes,7.7,poor,coaching,high,moderate,57.5
1949,17,male,b.tech,7.31,55.9,yes,8,average,online videos,high,moderate,82.5
1950,24,male,b.sc,3.23,50.1,yes,7.8,average,online videos,medium,easy,49.4
1951,21,female,bca,4.89,92.9,yes,7.9,good,online videos,medium,moderate,84.2
1952,23,female,bca,6.19,70,yes,8.9,good,mixed,low,hard,82.6
1953,22,other,b.com,7.85,77.9,no,7,poor,self-study,high,moderate,69.4
1954,20,female,ba,6.43,99.4,yes,6.8,good,mixed,low,moderate,86.2
1955,23,female,b.tech,0.45,80.9,yes,8.4,average,mixed,high,easy,52.5
1956,19,other,b.sc,4.67,92.3,yes,8.4,good,online videos,medium,moderate,81.7
1957,17,other,bca,1.67,76.3,yes,9.4,poor,group study,low,moderate,41.5
1958,18,male,b.sc,6.86,96.4,yes,7.9,poor,self-study,medium,hard,96.4
1959,20,other,bba,4.77,93.4,yes,8.2,poor,coaching,low,hard,60.6
1960,19,female,bba,1.39,75.5,yes,5,poor,self-study,low,moderate,47.6
1961,19,male,bca,0.08,81.3,yes,5,average,self-study,high,easy,35
1962,23,other,b.com,2.66,94.3,no,7.9,good,coaching,low,moderate,69.6
1963,22,female,b.sc,4.38,49.4,yes,8.5,average,online videos,high,hard,49.3
1964,21,female,b.tech,3.23,54.9,no,8,good,coaching,medium,hard,72.7
1965,19,male,ba,2.64,52.7,yes,7.4,poor,coaching,low,hard,45.7
1966,23,other,bca,0.65,43,yes,6.5,average,online videos,high,easy,21.1
1967,22,other,b.com,2.75,73.9,yes,8.7,poor,group study,low,moderate,47.2
1968,19,other,bba,0.96,83,yes,4.7,good,self-study,high,moderate,47.6
1969,17,female,b.com,7.56,59.9,yes,7.3,good,coaching,medium,moderate,88.1
1970,20,male,b.com,6.11,70.2,yes,8.5,good,coaching,low,moderate,69.2
1971,20,female,b.tech,4.98,99.4,yes,7.8,poor,group study,low,hard,65.1
1972,23,male,b.com,4.44,69.7,yes,8.2,average,coaching,medium,moderate,77.5
1973,21,female,b.com,4.13,61,yes,8.8,poor,group study,low,moderate,63
1974,17,other,bca,7.6,73.8,yes,9.7,good,self-study,low,moderate,87.7
1975,22,male,bca,1.44,96.2,yes,5,average,coaching,high,moderate,70
1976,19,other,bba,0.08,99.4,yes,4.8,poor,self-study,medium,moderate,23.6
1977,21,female,bca,5.93,54.4,yes,8.1,poor,coaching,medium,moderate,67.2
1978,18,male,b.tech,7.01,76.8,yes,5.1,poor,group study,medium,easy,76.9
1979,19,other,bba,2.71,73.9,yes,9.6,average,coaching,low,moderate,75.8
1980,20,other,bca,2.07,60.4,yes,6.7,poor,coaching,medium,hard,45.3
1981,19,female,b.tech,5.39,40.6,yes,9.9,average,mixed,high,moderate,79
1982,20,male,b.com,3.81,93.4,yes,8.6,good,mixed,medium,easy,86.1
1983,20,male,ba,5.79,96.1,yes,7.4,average,mixed,medium,moderate,95.1
1984,23,other,diploma,1.58,58,yes,7.8,poor,online videos,medium,moderate,40.7
1985,17,other,b.com,1.71,47.6,yes,9.3,poor,self-study,low,moderate,26
1986,17,male,b.sc,4.01,89,yes,4.9,good,mixed,medium,moderate,64
1987,23,male,b.com,2.54,80.5,yes,8.3,poor,self-study,high,easy,59.8
1988,20,male,bba,5.11,88.4,yes,8,average,self-study,high,moderate,69.7
1989,18,other,b.tech,3.32,95.7,yes,6.8,poor,online videos,medium,moderate,55.3
1990,24,other,bca,6.75,59.2,yes,9.2,average,online videos,high,moderate,84.2
1991,20,other,b.com,5.54,94.5,yes,6.9,poor,mixed,medium,moderate,87.4
1992,19,other,bba,0.17,86.8,yes,4.5,good,online videos,high,hard,44.5
1993,20,male,b.tech,6.92,93.8,yes,4.1,poor,group study,low,moderate,61.6
1994,17,other,b.tech,2.44,95,yes,8.2,average,online videos,high,hard,70.8
1995,23,male,bca,0.64,52.7,yes,6.1,good,mixed,high,hard,32
1996,23,male,diploma,2.48,48.4,yes,5.2,poor,self-study,high,hard,31
1997,21,female,bca,3.18,48,yes,7.1,poor,coaching,low,easy,42.2
1998,21,female,b.com,5.99,71.3,yes,5.5,poor,self-study,medium,moderate,66.9
1999,23,female,b.tech,6.41,40.6,yes,4.8,good,mixed,high,hard,89.4
